make,price,year,kilometer,fuel type,transmission,color,owner,seller type,engine,seating capacity,fuel tank capacity
BMW,975000,2011,61000,Diesel,Automatic,Silver,Third,Individual,1995.0,5.0,52.00220966084276
Mercedes-Benz,4150000,2017,48000,Diesel,Automatic,Black,Second,Individual,1950.0,5.0,80.0
Audi,2475000,2012,118000,Diesel,Automatic,Black,First,Individual,2967.0,7.0,100.0
BMW,2990000,2017,44000,Diesel,Automatic,White,Second,Individual,1995.0,5.0,57.0
BMW,3550000,2015,59000,Diesel,Automatic,Bronze,First,Individual,2993.0,7.0,52.00220966084276
Renault,280000,2013,99000,Diesel,Manual,White,Second,Individual,1461.0,5.0,50.0
Mercedes-Benz,1500000,2009,75000,Petrol,Automatic,Red,Second,Individual,3498.0,5.0,90.0
BMW,5100000,2019,79000,Diesel,Automatic,Blue,First,Individual,2993.0,5.0,68.0
Toyota,825000,2010,114000,Diesel,Manual,Black,Second,Individual,2982.0,7.0,80.0
Maruti Suzuki,310000,2014,82000,CNG,Manual,White,First,Individual,998.0,5.0,35.0
Honda,595000,2016,80000,Petrol,Automatic,Grey,First,Individual,1199.0,5.0,40.0
Toyota,3100000,2014,65000,Diesel,Automatic,White,First,Individual,1692.5755432036383,5.0,52.00220966084276
Jeep,1240000,2017,57000,Diesel,Manual,White,First,Individual,1956.0,5.0,60.0
Maruti Suzuki,328000,2018,26807,Petrol,Manual,Black,Second,Individual,1196.0,5.0,40.0
Hyundai,625000,2018,23000,Petrol,Manual,Red,First,Individual,1197.0,5.0,40.0
Maruti Suzuki,409999,2015,112000,Diesel,Manual,White,First,Individual,1248.0,5.0,42.0
Maruti Suzuki,975000,2022,5000,Petrol,Manual,White,First,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,545000,2015,70000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,42.0
Volkswagen,699000,2019,53929,Petrol,Manual,Red,First,Individual,999.0,5.0,45.0
Maruti Suzuki,390000,2014,49580,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Toyota,680000,2014,85000,Diesel,Manual,White,Second,Individual,1364.0,5.0,50.0
Maruti Suzuki,625000,2015,61000,Diesel,Manual,White,First,Individual,1248.0,5.0,43.0
Maruti Suzuki,235000,2012,35000,LPG,Manual,Green,Second,Individual,998.0,5.0,28.0
Mahindra,951000,2016,42000,Diesel,Manual,White,First,Individual,2523.0,8.0,60.0
Honda,550000,2011,69000,Petrol,Automatic,Black,Second,Individual,1497.0,5.0,42.0
Jeep,1350000,2017,70000,Petrol,Automatic,Blue,First,Individual,1368.0,5.0,60.0
Hyundai,325000,2013,15780,Petrol,Manual,Red,First,Individual,1197.0,5.0,35.0
Audi,1150000,2012,40031,Diesel,Automatic,Blue,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Audi,2600000,2015,46000,Diesel,Automatic,Black,First,Individual,2967.0,7.0,100.0
Maruti Suzuki,640000,2016,50800,Petrol,Manual,White,First,Individual,1373.0,5.0,43.0
Tata,1250000,2021,3000,Electric,Automatic,Green,First,Individual,1692.5755432036383,5.0,52.00220966084276
Toyota,450000,2011,95000,Petrol,Automatic,White,First,Individual,1794.0,5.0,55.0
BMW,750000,2010,112000,Diesel,Automatic,Blue,Second,Individual,1995.0,5.0,70.0
Audi,5300000,2020,36000,Petrol,Automatic,Grey,First,Individual,1984.0,5.0,73.0
Volvo,5800000,2019,3500,Diesel,Automatic,White,First,Individual,1969.0,5.0,71.0
Maruti Suzuki,801000,2018,30000,Diesel,Manual,Silver,First,Individual,1248.0,5.0,48.0
Volkswagen,310000,2009,107879,Diesel,Manual,White,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Mahindra,1090000,2017,19000,Diesel,Manual,White,First,Individual,1997.0,8.0,60.0
Maruti Suzuki,245000,2014,31100,Petrol,Manual,Maroon,Second,Individual,998.0,5.0,35.0
Honda,475000,2014,65000,Petrol,Manual,Silver,Second,Individual,1198.0,5.0,35.0
Toyota,2800000,2017,49000,Diesel,Automatic,White,Second,Individual,2755.0,7.0,80.0
Tata,1450000,2022,5000,Electric,Automatic,Blue,First,Individual,1692.5755432036383,5.0,52.00220966084276
Audi,2950000,2020,11000,Diesel,Automatic,White,First,Individual,1968.0,5.0,50.0
Hyundai,545000,2019,28000,Petrol,Manual,White,First,Individual,1197.0,5.0,43.0
Ford,3975000,2021,9400,Diesel,Automatic,Black,First,Individual,1996.0,7.0,80.0
Mercedes-Benz,4200000,2017,77000,Diesel,Automatic,White,First,Individual,2143.0,5.0,66.0
Hyundai,434999,2017,27000,Diesel,Manual,White,Second,Individual,1186.0,5.0,43.0
Renault,315000,2017,15507,Petrol,Manual,Bronze,First,Individual,799.0,5.0,28.0
Ssangyong,900000,2016,70000,Diesel,Manual,Black,Second,Individual,2696.0,7.0,78.0
Honda,550000,2015,44000,Petrol,Manual,Grey,First,Individual,1497.0,5.0,40.0
BMW,4400000,2018,70000,Diesel,Automatic,White,First,Individual,1995.0,5.0,67.0
Toyota,1600000,2015,145000,Diesel,Automatic,Gold,Second,Individual,2982.0,7.0,80.0
Datsun,198000,2017,24000,Petrol,Manual,Red,First,Individual,999.0,5.0,28.0
Hyundai,225000,2014,47721,LPG,Manual,Red,First,Individual,1086.0,5.0,35.0
Hyundai,310000,2011,26000,Petrol,Automatic,Silver,First,Individual,1396.0,5.0,45.0
Renault,315000,2017,15507,Petrol,Manual,Bronze,First,Individual,799.0,5.0,28.0
Honda,775000,2018,39000,Petrol,Manual,Maroon,Second,Individual,1497.0,5.0,40.0
Maruti Suzuki,625000,2017,58000,Petrol,Automatic,Silver,First,Individual,1197.0,5.0,37.0
Hyundai,775000,2015,82000,Diesel,Manual,Red,Second,Individual,1582.0,5.0,60.0
Toyota,1549000,2018,95315,Diesel,Manual,Brown,Second,Individual,2393.0,7.0,55.0
BMW,1679000,2016,46000,Diesel,Automatic,Blue,Second,Individual,1995.0,5.0,57.0
Maruti Suzuki,725000,2019,11874,Petrol,Automatic,White,First,Individual,1197.0,5.0,37.0
Hyundai,540000,2014,86000,Diesel,Manual,Silver,First,Individual,1582.0,5.0,43.0
Volkswagen,350000,2014,111000,Diesel,Manual,Blue,Second,Individual,1199.0,5.0,45.0
Volvo,1689999,2015,50000,Diesel,Automatic,White,Second,Individual,1984.0,5.0,60.0
Nissan,625000,2021,28000,Petrol,Manual,White,First,Corporate,999.0,5.0,40.0
Maruti Suzuki,475000,2019,25000,Petrol,Manual,Grey,First,Individual,998.0,5.0,35.0
Kia,1650000,2021,12000,Diesel,Manual,White,First,Individual,1493.0,5.0,50.0
Hyundai,409999,2019,32000,Petrol,Manual,Silver,First,Individual,1086.0,5.0,35.0
Hyundai,275000,2011,45000,Petrol,Manual,White,First,Individual,1692.5755432036383,5.0,52.00220966084276
Land Rover,5900000,2014,70000,Diesel,Automatic,Grey,First,Corporate,2993.0,5.0,77.0
Toyota,2100000,2017,112000,Diesel,Manual,Bronze,First,Individual,2393.0,7.0,55.0
BMW,2750000,2017,51800,Diesel,Automatic,Black,Second,Individual,1995.0,5.0,65.0
Maruti Suzuki,545000,2017,22000,Petrol,Automatic,Blue,First,Individual,1197.0,5.0,32.0
Tata,740000,2015,155000,Diesel,Manual,Black,First,Individual,2179.0,7.0,55.0
Mercedes-Benz,2400000,2016,60000,Petrol,Automatic,Black,Second,Individual,1991.0,5.0,80.0
BMW,4500000,2018,23000,Diesel,Automatic,Grey,First,Individual,1995.0,5.0,65.0
Maruti Suzuki,465000,2014,75000,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Fiat,375000,2014,71000,Diesel,Manual,Maroon,First,Individual,1248.0,5.0,45.0
Audi,2900000,2017,64000,Diesel,Automatic,White,First,Individual,1968.0,5.0,64.0
Honda,795000,2018,45326,Petrol,Manual,White,First,Individual,1199.0,5.0,40.0
Mercedes-Benz,5250000,2020,28079,Diesel,Automatic,Blue,First,Individual,1950.0,5.0,66.0
Audi,2900000,2019,15529,Diesel,Automatic,White,First,Individual,1968.0,5.0,50.0
Mercedes-Benz,2250000,2015,43200,Petrol,Automatic,Silver,First,Corporate,1991.0,5.0,50.0
Honda,1050000,2017,29386,Petrol,Automatic,Silver,Second,Individual,1497.0,5.0,40.0
Hyundai,765000,2021,18105,Petrol,Manual,Silver,First,Individual,1197.0,5.0,43.0
Maruti Suzuki,675000,2017,125372,Diesel,Manual,Brown,First,Individual,1248.0,5.0,48.0
Audi,2400000,2015,100000,Diesel,Automatic,Blue,First,Individual,1968.0,5.0,75.0
Maruti Suzuki,509999,2019,40000,Petrol,Manual,Silver,First,Individual,1196.0,7.0,40.0
Mahindra,2750000,2022,31000,Diesel,Automatic,Black,First,Individual,2184.0,7.0,60.0
Audi,2600000,2012,42000,Diesel,Automatic,White,First,Individual,2967.0,5.0,65.0
Honda,495000,2012,65001,Petrol,Automatic,Red,First,Individual,1497.0,5.0,42.0
Audi,2400000,2014,42533,Diesel,Automatic,Blue,First,Individual,2967.0,7.0,100.0
Hyundai,495000,2018,45000,Petrol,Manual,White,First,Individual,1197.0,5.0,43.0
Land Rover,4200000,2018,36000,Diesel,Automatic,White,Second,Individual,2179.0,7.0,65.0
Toyota,2550000,2017,44000,Diesel,Automatic,Black,Second,Individual,2755.0,7.0,80.0
Maruti Suzuki,480000,2016,85000,Diesel,Manual,White,First,Individual,1248.0,5.0,42.0
Hyundai,1750000,2021,17000,Diesel,Manual,Black,First,Individual,1582.0,5.0,60.0
Maruti Suzuki,850000,2019,72000,Diesel,Manual,Silver,First,Individual,1248.0,7.0,45.0
Hyundai,434999,2019,34400,Petrol,Automatic,Silver,First,Individual,1086.0,5.0,35.0
Hyundai,1070000,2021,8800,Petrol,Manual,White,First,Individual,998.0,5.0,45.0
Honda,1530000,2022,2000,Petrol,Automatic,Grey,First,Individual,1498.0,5.0,40.0
Hyundai,1598000,2020,19700,Diesel,Manual,Maroon,First,Individual,1493.0,5.0,50.0
Hyundai,645000,2016,45000,Petrol,Manual,White,First,Individual,1591.0,5.0,43.0
Mercedes-Benz,1100000,2012,73000,Diesel,Automatic,White,First,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,650000,2017,76000,Diesel,Automatic,Silver,First,Individual,1248.0,5.0,42.0
Volkswagen,545000,2013,110000,Diesel,Manual,Silver,First,Individual,1598.0,5.0,55.0
Honda,1095000,2022,2700,Petrol,Manual,Silver,First,Individual,1497.0,5.0,40.0
Toyota,1975000,2018,75000,Diesel,Automatic,Grey,First,Individual,2755.0,7.0,55.0
Rolls-Royce,18000000,2011,60000,Petrol,Automatic,Maroon,Second,Corporate,6592.0,5.0,82.5
Audi,1839000,2017,110000,Diesel,Automatic,Blue,First,Individual,1968.0,5.0,64.0
Skoda,1500000,2016,70000,Petrol,Automatic,White,Second,Individual,1798.0,5.0,66.0
Audi,2100000,2017,42000,Diesel,Automatic,Silver,First,Individual,1968.0,5.0,64.0
Volkswagen,345000,2015,70000,Diesel,Manual,Red,First,Individual,1498.0,5.0,45.0
Honda,850000,2018,52890,Petrol,Manual,Silver,First,Individual,1497.0,5.0,40.0
Hyundai,1425000,2018,72870,Diesel,Automatic,White,First,Corporate,1582.0,5.0,55.0
Hyundai,675000,2017,48591,Petrol,Manual,White,First,Individual,1197.0,5.0,45.0
Mahindra,925000,2019,60888,Diesel,Manual,Silver,First,Individual,1497.0,5.0,42.0
Hyundai,210000,2014,48000,Petrol,Manual,Red,First,Individual,814.0,5.0,32.0
Tata,760000,2018,20251,Petrol,Manual,Grey,First,Individual,1198.0,5.0,44.0
Hyundai,640000,2015,49000,Diesel,Manual,White,First,Individual,1582.0,5.0,43.0
Maruti Suzuki,340000,2013,66000,Petrol,Manual,White,First,Individual,1197.0,5.0,42.0
Land Rover,5995000,2020,54200,Diesel,Automatic,White,First,Individual,1999.0,7.0,70.0
Nissan,550000,2013,33000,Petrol,Automatic,Red,First,Individual,1692.5755432036383,5.0,52.00220966084276
Honda,695000,2017,51292,Petrol,Manual,White,First,Individual,1497.0,5.0,40.0
Ford,465000,2015,89000,Diesel,Manual,Orange,Second,Individual,1498.0,5.0,40.0
Toyota,735000,2019,55000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,37.0
Mercedes-Benz,1300000,1988,71000,Petrol,Automatic,Red,Third,Individual,1991.0,5.0,80.0
Hyundai,1848999,2021,20000,Diesel,Manual,White,First,Individual,1493.0,7.0,50.0
Honda,685000,2016,68500,Petrol,Manual,Bronze,First,Individual,1497.0,5.0,40.0
Hyundai,875000,2014,99000,Diesel,Automatic,White,First,Corporate,2199.0,7.0,64.0
Toyota,2039999,2018,110000,Diesel,Automatic,Bronze,First,Corporate,2755.0,7.0,55.0
Toyota,700000,2019,19244,Petrol,Manual,Red,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,550000,2020,19000,Petrol,Manual,Blue,First,Individual,1197.0,5.0,32.0
Hyundai,825000,2015,75000,Diesel,Automatic,Silver,Second,Individual,2199.0,7.0,64.0
Toyota,3100000,2021,29000,Diesel,Manual,White,First,Individual,2393.0,7.0,55.0
Audi,1400000,2013,60000,Diesel,Automatic,Grey,Second,Individual,1968.0,5.0,65.0
Maruti Suzuki,425000,2015,80000,Petrol,Manual,White,Second,Individual,1197.0,5.0,42.0
Lexus,4375000,2018,54500,Petrol,Automatic,Black,Second,Individual,2494.0,5.0,56.0
Toyota,3000000,2021,38000,Diesel,Automatic,Purple,First,Individual,2393.0,7.0,55.0
Mercedes-Benz,6600000,2021,16785,Petrol,Automatic,White,First,Individual,1991.0,5.0,66.0
Maruti Suzuki,640000,2016,52000,Diesel,Manual,Blue,Second,Individual,1248.0,5.0,48.0
Hyundai,275000,2013,76000,CNG,Manual,White,First,Individual,1086.0,5.0,35.0
Hyundai,695000,2019,42678,Petrol,Manual,Blue,First,Individual,1197.0,5.0,45.0
Honda,245000,2010,95000,Petrol,Automatic,Grey,Second,Individual,1497.0,5.0,42.0
Renault,690000,2016,65000,Diesel,Manual,Grey,Second,Individual,1461.0,5.0,50.0
Volkswagen,1500000,2021,31000,Petrol,Automatic,Silver,First,Individual,999.0,5.0,50.0
Maruti Suzuki,270000,2014,82682,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Hyundai,545000,2016,70500,Diesel,Manual,White,First,Individual,1396.0,5.0,45.0
MG,1875000,2021,10000,Petrol,Automatic,Red,First,Individual,1451.0,6.0,60.0
Renault,254999,2016,57159,Petrol,Manual,Silver,First,Individual,799.0,5.0,28.0
BMW,2000000,2014,82000,Diesel,Automatic,White,First,Individual,1995.0,5.0,52.00220966084276
Land Rover,2785000,2016,120000,Diesel,Automatic,Blue,First,Individual,2993.0,7.0,82.0
Mahindra,1800000,2021,17000,Diesel,Manual,Black,First,Individual,2184.0,4.0,57.0
Honda,475000,2012,40000,Petrol,Automatic,Red,Second,Individual,1497.0,5.0,42.0
Hyundai,650000,2020,58100,Petrol,Manual,White,First,Individual,1197.0,5.0,45.0
Toyota,1199000,2012,12749,Diesel,Manual,Grey,First,Individual,2982.0,7.0,80.0
Hyundai,650000,2013,83466,Diesel,Automatic,White,First,Individual,2199.0,7.0,70.0
Mahindra,795000,2015,86000,Diesel,Manual,White,Second,Individual,2523.0,8.0,60.0
Mercedes-Benz,2385000,2015,60921,Petrol,Automatic,Black,Second,Individual,1991.0,5.0,66.0
Audi,1700000,2014,78000,Diesel,Automatic,Brown,First,Individual,1968.0,5.0,75.0
Hyundai,380000,2012,53000,Petrol,Manual,Grey,First,Corporate,1591.0,5.0,43.0
Renault,295000,2016,34736,Petrol,Manual,Red,First,Individual,999.0,5.0,28.0
Tata,1750000,2020,14400,Diesel,Manual,Silver,First,Individual,1956.0,5.0,50.0
Mahindra,525000,2015,85000,Diesel,Manual,Green,Second,Individual,2498.0,7.0,60.0
Volkswagen,275000,2011,80000,Petrol,Manual,White,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Audi,2180000,2018,77590,Petrol,Automatic,Blue,First,Individual,1395.0,5.0,50.0
Ford,8000000,2017,25000,Petrol,Automatic,Black,Third,Individual,4951.0,4.0,60.9
Jaguar,4325000,2018,40545,Diesel,Automatic,Grey,First,Individual,1999.0,5.0,82.0
Maruti Suzuki,120000,2009,80000,Diesel,Manual,Silver,4 or More,Individual,1248.0,5.0,43.0
Maruti Suzuki,155000,2009,56852,CNG,Manual,Gold,Second,Individual,796.0,5.0,35.0
Maruti Suzuki,735000,2018,42000,Petrol,Automatic,Blue,First,Individual,1197.0,5.0,37.0
Skoda,900000,2018,55000,Petrol,Automatic,Grey,Second,Individual,1598.0,5.0,55.0
Skoda,795000,2014,53000,Petrol,Automatic,White,Second,Individual,1798.0,5.0,60.0
MINI,3300000,2018,17000,Diesel,Automatic,Green,First,Individual,1496.0,5.0,44.0
Toyota,3775000,2020,50000,Diesel,Automatic,White,First,Individual,2755.0,7.0,80.0
Mahindra,325000,2012,70000,Diesel,Manual,White,Third,Individual,2489.0,8.0,55.0
Maruti Suzuki,725000,2017,75793,Diesel,Manual,White,First,Individual,1248.0,5.0,48.0
Lexus,2100000,2007,34000,Petrol,Automatic,Maroon,Second,Corporate,1692.5755432036383,5.0,52.00220966084276
Volvo,994999,2012,89311,Diesel,Automatic,White,First,Individual,1984.0,5.0,67.5
Maruti Suzuki,785000,2018,80000,Diesel,Manual,Grey,First,Individual,1248.0,5.0,48.0
Porsche,7500000,2020,38000,Petrol,Automatic,Blue,First,Individual,2995.0,5.0,65.0
Toyota,2799000,2019,69500,Diesel,Automatic,White,Second,Individual,2755.0,7.0,80.0
Maruti Suzuki,390000,2018,66794,Petrol,Manual,Others,First,Individual,998.0,5.0,35.0
Porsche,9000000,2019,27000,Petrol,Automatic,Red,First,Corporate,1984.0,5.0,65.0
Maruti Suzuki,675000,2017,35616,Petrol,Automatic,Blue,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,320000,2015,64000,Petrol,Manual,Blue,First,Individual,1196.0,5.0,40.0
Maruti Suzuki,840000,2020,7000,Petrol,Automatic,Maroon,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,310000,2015,45000,Petrol,Manual,Brown,First,Individual,998.0,5.0,35.0
Maruti Suzuki,795000,2017,9000,Petrol,Manual,Grey,First,Individual,1373.0,7.0,45.0
Maruti Suzuki,310000,2015,67738,CNG,Manual,White,Second,Individual,998.0,5.0,35.0
Toyota,860000,2021,11030,Petrol,Manual,Blue,First,Individual,1197.0,5.0,37.0
Hyundai,390000,2015,49123,Petrol,Manual,White,First,Individual,1197.0,5.0,35.0
BMW,1200000,2012,125000,Diesel,Automatic,White,First,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,520000,2018,46000,Diesel,Manual,White,First,Individual,1248.0,5.0,42.0
Mercedes-Benz,1200000,2000,65000,Petrol,Automatic,Yellow,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Maruti Suzuki,675000,2018,64000,Diesel,Manual,White,First,Individual,1248.0,5.0,48.0
Maruti Suzuki,475000,2021,7942,Petrol,Manual,Red,First,Individual,998.0,5.0,27.0
Maruti Suzuki,265000,2017,52100,Petrol,Manual,White,First,Individual,796.0,5.0,35.0
Skoda,950000,2019,32809,Diesel,Manual,Silver,First,Individual,1598.0,5.0,55.0
Toyota,1750000,2014,101000,Diesel,Automatic,White,First,Individual,2982.0,7.0,80.0
Audi,2225000,2016,40500,Diesel,Automatic,White,First,Individual,1968.0,5.0,50.0
Jeep,1748999,2021,25700,Petrol,Manual,Black,First,Corporate,1368.0,5.0,60.0
Mercedes-Benz,2250000,2014,85000,Diesel,Automatic,White,Second,Individual,2143.0,5.0,70.0
Hyundai,690000,2017,17268,Petrol,Manual,Red,First,Individual,1197.0,5.0,45.0
Maruti Suzuki,561000,2017,68000,Petrol,Manual,Brown,First,Individual,1197.0,5.0,37.0
Hyundai,299000,2011,30000,Petrol,Manual,Blue,Third,Individual,1692.5755432036383,5.0,52.00220966084276
Jeep,1580000,2020,57000,Diesel,Manual,White,First,Individual,1692.5755432036383,5.0,60.0
Maruti Suzuki,595000,2017,44100,Petrol,Automatic,Silver,First,Corporate,1197.0,5.0,42.0
Land Rover,4390000,2013,91840,Diesel,Automatic,Blue,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Hyundai,235000,2009,115000,Petrol,Manual,Blue,Third,Individual,1197.0,5.0,45.0
Hyundai,450000,2014,23000,Petrol,Manual,Brown,First,Individual,1197.0,5.0,45.0
BMW,2299000,2014,58000,Diesel,Automatic,White,First,Individual,1995.0,5.0,52.00220966084276
Mercedes-Benz,4590000,2018,95786,Diesel,Automatic,Black,First,Individual,2143.0,5.0,93.0
Audi,2150000,2016,95401,Diesel,Automatic,Black,First,Individual,1968.0,5.0,64.0
Kia,1850000,2020,7000,Petrol,Automatic,Black,First,Individual,1353.0,5.0,50.0
Hyundai,1175000,2017,24000,Petrol,Automatic,White,First,Individual,1999.0,5.0,50.0
Maruti Suzuki,250000,2012,68000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Hyundai,400000,2015,41273,Petrol,Manual,White,First,Individual,1495.0,5.0,45.0
Audi,4000000,2018,66000,Diesel,Automatic,White,First,Individual,1692.5755432036383,5.0,52.00220966084276
Hyundai,1100000,2018,65954,Diesel,Manual,Red,First,Individual,1582.0,5.0,55.0
Hyundai,395000,2016,28000,Petrol,Manual,Maroon,First,Individual,1197.0,5.0,35.0
Maruti Suzuki,425000,2021,38848,Petrol,Manual,Silver,First,Individual,998.0,5.0,27.0
Toyota,2190000,2017,30000,Diesel,Manual,Maroon,First,Individual,2393.0,7.0,55.0
Lexus,4800000,2020,27000,Hybrid,Automatic,Blue,First,Individual,2487.0,5.0,50.0
Maruti Suzuki,421000,2017,69000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,42.0
Hyundai,560000,2016,22700,Petrol,Manual,Red,First,Individual,1197.0,5.0,45.0
Honda,777000,2014,9212,Petrol,Manual,Grey,First,Individual,1692.5755432036383,5.0,52.00220966084276
Audi,3250000,2019,41000,Diesel,Automatic,White,Second,Individual,1968.0,5.0,64.0
Mahindra,875000,2014,100000,Diesel,Manual,Red,Second,Individual,2179.0,8.0,60.0
Maruti Suzuki,899000,2018,13066,Petrol,Manual,Grey,First,Individual,1373.0,5.0,43.0
Renault,425000,2015,75000,Diesel,Manual,Black,First,Individual,1461.0,5.0,50.0
Maruti Suzuki,425000,2019,53241,Petrol,Manual,Grey,First,Individual,998.0,5.0,27.0
MINI,3875000,2021,12000,Petrol,Automatic,Green,First,Individual,1998.0,5.0,47.0
Honda,500000,2013,65000,Petrol,Manual,Brown,First,Individual,1497.0,5.0,42.0
Toyota,1225000,2012,97000,Diesel,Manual,White,Second,Individual,2982.0,7.0,80.0
Toyota,1789999,2017,49000,Petrol,Automatic,Maroon,Second,Individual,2694.0,7.0,65.0
Hyundai,240000,2013,64000,Petrol,Manual,White,First,Individual,998.0,5.0,32.0
Volkswagen,240000,2010,78000,Petrol,Manual,White,Second,Individual,1692.5755432036383,5.0,52.00220966084276
Honda,935000,2019,56000,Diesel,Manual,White,First,Individual,1498.0,5.0,35.0
Maruti Suzuki,775000,2018,39000,Petrol,Automatic,Red,First,Individual,1197.0,5.0,37.0
Mahindra,950000,2017,55000,Diesel,Manual,White,Second,Individual,1997.0,8.0,60.0
Hyundai,549000,2018,53000,Petrol,Automatic,White,Second,Individual,1197.0,5.0,43.0
Maruti Suzuki,645000,2021,1374,CNG,Manual,Grey,First,Individual,1196.0,5.0,40.0
Mercedes-Benz,3400000,2018,68000,Diesel,Automatic,White,First,Individual,1950.0,5.0,66.0
Hyundai,645000,2019,35000,Petrol,Manual,Grey,First,Individual,1197.0,5.0,45.0
BMW,2600000,2016,39000,Diesel,Automatic,White,First,Individual,1995.0,5.0,65.0
Audi,1375000,2011,62000,Diesel,Automatic,White,First,Individual,1968.0,5.0,63.0
Honda,1340000,2021,11000,Petrol,Automatic,Black,First,Individual,1497.0,5.0,40.0
Maruti Suzuki,840000,2020,11000,Petrol,Manual,White,First,Individual,1197.0,5.0,37.0
Maruti Suzuki,525000,2014,102000,Petrol,Manual,Grey,Second,Individual,1197.0,5.0,42.0
Maruti Suzuki,625000,2022,7000,Petrol,Manual,Grey,First,Individual,1196.0,7.0,40.0
Hyundai,215000,2012,20000,Petrol,Manual,Grey,First,Individual,814.0,5.0,32.0
Hyundai,595000,2019,25000,Petrol,Manual,Silver,First,Individual,1197.0,5.0,43.0
Audi,4150000,2022,22000,Petrol,Automatic,White,First,Individual,1984.0,5.0,54.0
Maruti Suzuki,750000,2018,65000,Diesel,Manual,Blue,First,Individual,1248.0,5.0,37.0
Ford,550000,2013,47000,Petrol,Manual,Black,First,Individual,1499.0,5.0,52.0
Renault,450000,2016,2000000,Diesel,Manual,White,First,Individual,1461.0,5.0,50.0
BMW,4175000,2016,27011,Diesel,Automatic,White,Second,Individual,2993.0,5.0,52.00220966084276
Jaguar,2700000,2018,45545,Diesel,Automatic,Red,Second,Individual,1999.0,5.0,56.0
Mercedes-Benz,6150000,2018,18000,Diesel,Automatic,Black,First,Individual,2987.0,5.0,93.0
Volkswagen,565000,2014,72782,Petrol,Manual,Grey,First,Individual,1198.0,5.0,45.0
Maruti Suzuki,369000,2017,16800,Petrol,Manual,Grey,First,Individual,998.0,5.0,35.0
Toyota,1090000,2019,40900,Petrol,Automatic,Red,First,Corporate,1496.0,5.0,42.0
Honda,580000,2017,39000,Petrol,Manual,White,First,Corporate,1199.0,5.0,40.0
BMW,2199000,2016,77000,Diesel,Automatic,Black,First,Individual,1995.0,5.0,63.0
Mahindra,1251000,2018,120000,Diesel,Manual,Black,Second,Individual,2179.0,7.0,60.0
Honda,540000,2017,38700,Petrol,Manual,Maroon,First,Individual,1198.0,5.0,35.0
Maruti Suzuki,1245000,2021,7239,Petrol,Manual,White,First,Individual,1462.0,6.0,45.0
BMW,4749000,2020,14000,Petrol,Automatic,White,First,Individual,1998.0,5.0,57.0
Hyundai,365000,2014,76000,Petrol,Manual,White,First,Individual,1197.0,5.0,43.0
BMW,4300000,2020,11000,Diesel,Automatic,Blue,First,Individual,1995.0,5.0,50.0
Maruti Suzuki,825000,2019,81300,Diesel,Manual,White,First,Individual,1248.0,5.0,48.0
Volkswagen,325000,2013,76000,Diesel,Manual,White,First,Individual,1598.0,5.0,45.0
Tata,400000,2018,91460,Petrol,Manual,Black,First,Individual,1199.0,5.0,35.0
Land Rover,3600000,2018,45000,Diesel,Automatic,Blue,First,Individual,1999.0,5.0,57.0
Mahindra,671000,2013,47000,Diesel,Manual,White,First,Individual,2179.0,8.0,60.0
Mercedes-Benz,3400000,2018,50000,Diesel,Automatic,Blue,First,Individual,2143.0,5.0,66.0
BMW,3200000,2014,133273,Diesel,Automatic,Blue,First,Individual,2993.0,4.0,52.00220966084276
Volkswagen,775000,2017,60500,Petrol,Automatic,White,First,Individual,1197.0,5.0,55.0
Mercedes-Benz,2150000,2014,81000,Diesel,Automatic,Grey,First,Individual,2987.0,5.0,95.0
Land Rover,4700000,2020,22000,Diesel,Automatic,Red,Second,Individual,1999.0,5.0,52.00220966084276
Ford,145000,2009,88000,Diesel,Manual,White,First,Individual,1399.0,5.0,43.0
MINI,3590000,2020,19759,Diesel,Automatic,Blue,First,Individual,1496.0,5.0,44.0
Toyota,375000,2011,77000,Petrol,Manual,Silver,First,Individual,1794.0,5.0,55.0
Hyundai,645000,2015,58200,Petrol,Automatic,Silver,First,Individual,1591.0,5.0,43.0
Toyota,11500000,2022,4000,Hybrid,Automatic,Black,First,Individual,2494.0,7.0,58.0
Maruti Suzuki,509999,2015,42000,Petrol,Manual,White,First,Individual,998.0,5.0,35.0
Hyundai,545000,2013,63000,Petrol,Automatic,Silver,First,Individual,1797.0,5.0,56.0
